employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills
EMPR204J6,59,Male,Merchandiser,Business Intelligence,4,56233,"Problem Solving, Leadership, Culinary Arts, Leadership"
EMPN59TKA,40,Male,Administrateur Système,Data Protection,7,55519,"Problem Solving, Communication, Photography, Diving, Time Management"
EMPCA3F0C,49,Female,commercial (électroménager ),Research & Development,7,67064,"Time Management, Leadership, Leadership"
EMPKBNDAO,29,Male,Graphiste et motion designer,Business Intelligence,5,71224,"Communication, Problem Solving, Beekeeping, Dentistry"
EMP363MOP,29,Male,Assistant(e) du PDG,Business Intelligence,17,65769,"Communication, Problem Solving, Dentistry, Time Management, Communication"
EMPY6SB9F,57,Male,,Data Protection,0,32106,"Teamwork, Time Management, Culinary Arts"
EMP167543,31,Female,Superviseur Paie et Prestations Sociales,Investor Relations,6,76214,"Communication, Teamwork, Diving, Teamwork"
EMP9B6EGP,58,Female,délégué commercial pharmaceutique véhiculé (prospecteur),Research & Development,4,60033,"Communication, Problem Solving, Culinary Arts, Dentistry"
EMPNBKQAQ,55,Female,Chargée Logistique,Innovation,1,55934,"Teamwork, Problem Solving, Teamwork, Woodworking"
EMPNTCBS7,40,Female,Chimiste,Data Protection,1,54006,"Communication, Leadership, Photography, Woodworking"
EMPPJFKU8,56,Male,Chargé approvisionnement,Procurement,4,65783,"Problem Solving, Time Management, Teamwork, Dentistry"
EMP06OY9V,45,Female,Chargé de Recouvrement,Procurement,5,78393,"Teamwork, Problem Solving, Dentistry, Leadership"
EMPWFXK31,38,Male,Manager F&B (Food & Beverage),Data Protection,11,63796,"Teamwork, Leadership, Teamwork"
EMP863EYC,40,Female,Account Manager PME,Corporate Affairs,7,65717,"Leadership, Teamwork, Leadership, Piloting"
EMPEB2EK5,23,Male,Community Manager,Data Protection,3,53501,"Leadership, Teamwork, Beekeeping"
EMPQXTSUF,22,Male,Maintenance Center Manager,Procurement,11,64413,"Time Management, Teamwork, Diving, Photography"
EMP344RCH,32,Male,Magasinier,Customer Experience,4,49193,"Problem Solving, Leadership, Woodworking, Problem Solving"
EMP0XD8LE,52,Male,chargé des dossiers d'expatriés,Business Intelligence,4,71230,"Teamwork, Time Management, Photography, Dentistry"
EMPIEHBRA,45,Male,Promoteur,Corporate Affairs,1,52080,"Problem Solving, Time Management, Diving, Teamwork"
EMPZM9SGM,46,Female,Chargé Back Office Leasing,Quality Control,7,31598,"Teamwork, Problem Solving, Photography, Diving, Photography"
EMP4DNGKI,28,Female,Aide filtreur,Sustainability,1,48975,"Teamwork, Leadership, Woodworking, Photography, Piloting"
EMP4FX8W7,46,Female,Superviseur Hygiène,Sustainability,3,81500,"Time Management, Communication, Dentistry, Diving"
EMPB30RXO,25,Female,Chargé des Opérations,Public Relations,3,53142,"Communication, Time Management, Piloting"
EMPCQZ69G,36,Female,MAGASINIER,Data Protection,4,52443,"Problem Solving, Leadership, Culinary Arts, Photography, Teamwork"
EMPW51IC3,43,Male,Gérant D'Entreprise,Business Intelligence,2,76697,"Time Management, Communication, Woodworking, Problem Solving, Teamwork"
EMPSVRSF9,24,Male,Superviseur des projets (Ingénieur/Master 2 en génie civil),Research & Development,1,66284,"Time Management, Teamwork, Photography, Photography"
EMPB9HN5S,43,Female,Vendeur -Canal Agroalimentaire- Bejaia,Research & Development,6,60207,"Problem Solving, Teamwork, Leadership, Photography"
EMP61KM1Z,59,Female,Chef de projet développement pharmaceutique,Quality Control,4,67427,"Leadership, Problem Solving, Diving, Piloting"
EMP9KB16U,40,Female,Responsable QHSE,Business Intelligence,11,77982,"Communication, Time Management, Photography, Leadership"
EMPIQR1JS,42,Male,Contrôleur de Gestion et de recouvrement,Customer Experience,0,34137,"Communication, Leadership, Piloting, Beekeeping, Time Management"
EMPD8JTCE,28,Male,Commercial(e),Sustainability,2,28175,"Leadership, Teamwork, Culinary Arts, Diving"
EMP87RNT2,22,Female,Analyste Risk Reporting,Innovation,6,62952,"Time Management, Teamwork, Piloting, Teamwork"
EMP2UWO7E,30,Female,Cloud Solution Engineer,Investor Relations,3,73118,"Problem Solving, Communication, Culinary Arts, Leadership"
EMPOG1HDY,38,Male,électricien Auto,Innovation,3,54749,"Teamwork, Leadership, Time Management, Photography"
EMPR5WX0A,30,Female,Commercial expérimenté,Procurement,1,66477,"Problem Solving, Time Management, Photography, Teamwork"
EMP0LC8SN,49,Male,vidéo éditeur / filmmaker,Sustainability,1,56084,"Leadership, Time Management, Problem Solving"
EMPUTCIZH,60,Male,Pré vendeur ( Bir El-Ater ),Quality Control,1,60455,"Leadership, Communication, Piloting, Teamwork, Photography"
EMPZH5HIX,35,Male,Commercial(e),Public Relations,2,43510,"Communication, Problem Solving, Diving, Dentistry"
EMP96QVWO,22,Male,Chef de Partie,Research & Development,1,70050,"Leadership, Communication, Woodworking, Piloting, Diving"
EMPJUXW4A,46,Male,Technico-commerciale ( Ingénieur en électronique ),Business Intelligence,0,59231,"Time Management, Leadership, Beekeeping, Dentistry"
EMPWLQRSJ,38,Female,Démarcheur Commercial,Procurement,7,70232,"Problem Solving, Communication, Diving, Culinary Arts, Communication"
EMPUTZY34,22,Male,Nutritionniste Diététicien(ne) ,Innovation,1,70013,"Teamwork, Time Management, Time Management, Piloting"
EMPC0KTNB,39,Male,Social Insurance Specialist,Quality Control,5,79009,"Communication, Teamwork, Diving, Leadership"
EMP0WRNWW,26,Female,Comptable Senior,Sustainability,13,57629,"Time Management, Teamwork, Diving, Dentistry"
EMPQ8K8HN,46,Female,AGENT POLYVALENT DE VENTE (PRODUITS CHIMIQUES),Quality Control,6,35685,"Teamwork, Leadership, Leadership, Woodworking"
EMP7KFTHH,24,Male,Manager Communication,Quality Control,5,78415,"Problem Solving, Leadership, Culinary Arts, Dentistry"
EMP3OHWNS,36,Female,Délégué Commercial,Innovation,1,64522,"Time Management, Problem Solving, Communication, Dentistry"
EMP4J5KHJ,57,Male,Community Sales Manager (Alger),Corporate Affairs,5,71249,"Communication, Leadership, Photography, Teamwork"
EMPCMNKHI,48,Male,Contrôleur,Quality Control,9,75832,"Time Management, Teamwork, Problem Solving, Culinary Arts"
EMPQOFRCO,34,Male,Agent Vacataire (H-F),Procurement,3,33505,"Teamwork, Leadership, Communication"
EMPJI65QY,35,Female,Cadre Financier,Data Protection,0,68152,"Leadership, Communication, Woodworking, Time Management"
EMPDASJX3,55,Female,Chef de Département Maintenance (parc roulant & engins),Innovation,12,86297,"Problem Solving, Communication, Dentistry"
EMPPA8KE8,32,Male,Chauffeur Vendeur,Data Protection,7,47850,"Time Management, Teamwork, Time Management, Diving"
EMPG96ZLW,53,Male,Analyste POS,Customer Experience,3,72473,"Teamwork, Time Management, Dentistry, Teamwork"
EMPTZWJ2L,50,Male,Gestionnaire de Caisse Senior Alger,Corporate Affairs,6,37837,"Problem Solving, Communication, Dentistry"
EMPCDT46S,38,Male,Éducatrice ,Health & Safety,3,63520,"Problem Solving, Leadership, Time Management"
EMPKWW0AW,29,Female,Chargé des achats et Gestion du stock,Customer Experience,2,58739,"Communication, Leadership, Piloting, Time Management"
EMP3LQOMG,49,Female,Métreur Vérificateur,Corporate Affairs,7,72054,"Communication, Problem Solving, Culinary Arts, Beekeeping, Problem Solving"
EMPJTRHOD,30,Male,TS Management Qualité,Sustainability,6,63569,"Time Management, Leadership, Time Management"
EMPUDYMBX,46,Male,Gestionnaire de stock,Customer Experience,6,68151,"Problem Solving, Communication, Piloting, Teamwork"
EMPININ7V,60,Female,Senior Motion Designer,Customer Experience,11,36995,"Leadership, Problem Solving, Woodworking, Dentistry"
EMPPQZPPZ,22,Female,Juriste Junior (English-Speaking),Data Protection,5,57252,"Leadership, Teamwork, Piloting, Dentistry, Problem Solving"
EMPPQSOZE,44,Female,Responsable de Contrôle de Gestion,Data Protection,8,76246,"Leadership, Communication, Leadership"
EMPM2SGFD,58,Female,Ingénieur système d’information (opérationnel),Public Relations,6,76507,"Leadership, Problem Solving, Photography, Culinary Arts, Photography"
EMPG7KXVZ,59,Female,Auditeur Junior,Corporate Affairs,6,72336,"Teamwork, Leadership, Woodworking"
EMPXCN3RA,45,Male,Mécanicien,Innovation,3,59567,"Time Management, Communication, Piloting"
EMP3IVOQO,26,Female,Médecin généraliste urgentiste jour,Business Intelligence,7,86535,"Problem Solving, Teamwork, Problem Solving"
EMPUQ8SNG,53,Male,Assistant(e) Back Office motivé(e),Data Protection,4,62410,"Time Management, Communication, Culinary Arts, Woodworking, Time Management"
EMPDX2QJ1,43,Female,Magasinier & Sourcing PR (pièces de rechanges),Procurement,4,67814,"Problem Solving, Leadership, Dentistry, Time Management"
EMPU05EJP,34,Male,Architecte Chef de projet,Quality Control,6,61012,"Time Management, Problem Solving, Dentistry, Teamwork"
EMPOIH82J,46,Female,SENIOR GEOPHYSICIST ,Data Protection,6,82084,"Problem Solving, Leadership, Leadership, Diving"
EMP54U1AA,40,Female,Stagiaire commercial,Customer Experience,0,69379,"Time Management, Problem Solving, Beekeeping, Communication"
EMPU8G8T7,55,Female,ingenieur en genie climatique,Data Protection,6,70140,"Problem Solving, Leadership, Photography, Dentistry"
EMPLQX1D4,28,Female,Technico-Commerciale,Quality Control,4,77635,"Leadership, Problem Solving, Culinary Arts, Problem Solving"
EMPIVQDTT,43,Female,Vendeur/euse,Business Intelligence,7,67165,"Leadership, Problem Solving, Culinary Arts, Problem Solving"
EMPYHTPVA,36,Male,Directeur d'adminstration,Public Relations,7,81418,"Communication, Problem Solving, Beekeeping, Dentistry, Piloting"
EMPIYSZOL,41,Female,Attaché au bureau des marchés,Health & Safety,6,62522,"Problem Solving, Leadership, Diving"
EMPO31OFS,40,Male,Responsable Fiscalité,Data Protection,4,61389,"Communication, Leadership, Piloting"
EMPUESJTO,32,Male,Chargé(e) des Opérations / chargé(e) Clientèle,Corporate Affairs,1,58756,"Communication, Teamwork, Communication"
EMPH1RONC,28,Female,MONTEUR ASSEMBLEUR,Corporate Affairs,5,48409,"Problem Solving, Communication, Piloting, Beekeeping"
EMPNRFHMJ,41,Female,CARISTE,Data Protection,3,67719,"Time Management, Problem Solving, Piloting, Communication, Dentistry"
EMP6ZFS36,40,Female,Superviseur des Ventes (HORECA),Data Protection,4,65925,"Time Management, Communication, Leadership"
EMPJIN3SS,51,Female,Visiteur Pharmacie (Constantine),Health & Safety,4,73205,"Problem Solving, Leadership, Culinary Arts, Leadership"
EMPF0QGEV,36,Female,Recruteur,Customer Experience,2,34000,"Communication, Time Management, Diving, Photography"
EMPEK0AEQ,34,Male,Commercial,Sustainability,4,77696,"Teamwork, Leadership, Teamwork, Time Management"
EMP1AGR4B,47,Female,Ingénieur en Génie Civil,Business Intelligence,4,69605,"Leadership, Communication, Communication, Problem Solving"
EMPQP87NF,43,Female,Chargé des Opérations,Quality Control,0,34828,"Leadership, Communication, Teamwork, Leadership"
EMPUTAMAB,40,Female,Coordinateur Contrôle Permanent Niveau 1 (H/F),Corporate Affairs,3,72959,"Problem Solving, Communication, Piloting"
EMPFP5STO,32,Male,Contrôleur de Gestion,Customer Experience,6,54755,"Communication, Teamwork, Beekeeping"
EMPHNPCUT,41,Male,Chargé des Opérations - Agence Akbou,Procurement,8,80894,"Leadership, Teamwork, Problem Solving, Communication"
EMPWX9Z26,45,Male,Responsable Transit National,Investor Relations,10,77615,"Communication, Teamwork, Communication, Time Management"
EMPG091HD,36,Male,Responsable du Foncier,Data Protection,3,67328,"Leadership, Problem Solving, Dentistry, Time Management"
EMP74DR1E,54,Female,Contrôleur de Gestion,Sustainability,6,56656,"Time Management, Teamwork, Beekeeping, Teamwork"
EMPB8U4JZ,44,Female,Boulanger - Viennoisier,Health & Safety,7,50195,"Teamwork, Communication, Diving, Dentistry"
EMPVBVU86,33,Male,Chargé des achats,Customer Experience,2,64043,"Leadership, Problem Solving, Dentistry, Teamwork"
EMP9U7S46,45,Male,Agent de Sécurité,Research & Development,0,54357,"Problem Solving, Time Management, Photography, Beekeeping"
EMP41T05O,58,Female,Développeur Java,Health & Safety,5,62584,"Communication, Leadership, Dentistry, Problem Solving"
EMPDC4WXY,33,Female,Buyer,Quality Control,9,86101,"Teamwork, Problem Solving, Leadership, Piloting"
EMP7URFS8,50,Female,Chef du parc Roulant,Customer Experience,3,64989,"Leadership, Problem Solving, Photography"
EMP2YJ3U7,49,Male,Spécialiste Administration et paie Sénior,Customer Experience,6,57201,"Communication, Time Management, Dentistry"
EMPBP2BB9,37,Female,Trade Marketing Manager,Health & Safety,6,32114,"Teamwork, Leadership, Beekeeping, Communication"
EMPFUG7SL,45,Female,Comptable,Data Protection,0,55410,"Problem Solving, Communication, Leadership"
EMPXPBA7F,47,Male,Directeur commercial,Investor Relations,9,85652,"Leadership, Communication, Teamwork, Dentistry"
EMPDZN36P,60,Female,Commercial Senior - ADV Manager (H/F) maîtrise CRM hubspot,Health & Safety,7,78040,"Problem Solving, Time Management, Photography"
EMPLZP1GI,24,Male,INGENIEUR MODELEUR BIM SPECIALITE CHARPENTE,Procurement,10,80789,"Time Management, Teamwork, Teamwork"
EMPY0YLD0,39,Male,Technicien après-vente,Investor Relations,3,35103,"Communication, Leadership, Culinary Arts, Piloting"
EMP7E31FC,62,Female,Chef,Business Intelligence,22,172152,"Leadership, Problem Solving, Diving"
EMPJIMMB9,24,Female,Responsable Maintenance,Research & Development,17,78661,"Leadership, Problem Solving, Dentistry, Communication"
EMPFQX11Y,57,Female,Representant Commercial Véhiculé,Public Relations,0,57272,"Communication, Time Management, Photography, Time Management"
EMPIMOQCH,30,Male,Delégué médico- commercial,Investor Relations,7,57784,"Teamwork, Leadership, Woodworking, Problem Solving, Leadership"
EMPLP6470,60,Male,Superviseur HSE,Health & Safety,7,77546,"Time Management, Teamwork, Culinary Arts"
EMPV6BBBA,44,Female,Agent de Centre d’Appel – Centre de Demande de Visa,Research & Development,4,72181,"Problem Solving, Leadership, Photography, Communication"
EMPD0DWGY,41,Female,peintre industriel,Public Relations,3,59066,"Teamwork, Communication, Teamwork"
EMPPLPSAU,23,Female,Directeur d'Agence,Corporate Affairs,11,85929,"Time Management, Teamwork, Beekeeping, Beekeeping"
EMPBGBH22,38,Male,Chargé d'études et de support marketing,Quality Control,1,68414,"Leadership, Communication, Problem Solving, Time Management"
EMPNXGEFX,22,Male,Chef de groupe,Research & Development,1,74974,"Leadership, Time Management, Dentistry"
EMPGP42JV,33,Female,Pharmacien Chargé des Affaires réglementaires,Corporate Affairs,2,71272,"Time Management, Communication, Teamwork, Diving"
EMPXTDHO4,52,Female,Gestionnaire Ressources Humaines,Investor Relations,4,69631,"Communication, Teamwork, Time Management, Piloting"
EMPHXMIWK,29,Male,Architecte,Investor Relations,4,66535,"Communication, Time Management, Beekeeping, Woodworking"
EMPKMEDT0,53,Female,Téléconseillers,Data Protection,5,60699,"Communication, Leadership, Diving, Culinary Arts"
EMPI9B8UK,43,Female,Chargé de la clientèle / مكلف بالزبائن,Business Intelligence,2,61247,"Communication, Problem Solving, Problem Solving"
EMPWC0KJ6,32,Female,Chauffeur,Public Relations,8,49082,"Teamwork, Time Management, Teamwork, Problem Solving"
EMPPYZNKD,52,Male,Commercial engins roulants / véhicules,Investor Relations,3,62181,"Leadership, Problem Solving, Culinary Arts, Leadership, Communication"
EMP7BW1YO,54,Female,Directeur d'Unité,Innovation,6,79873,"Problem Solving, Leadership, Woodworking, Leadership"
EMP7YLQQ1,37,Male,Chargé des Opérations,Public Relations,4,48775,"Time Management, Teamwork, Culinary Arts, Problem Solving"
EMPA642R2,37,Female,Merchandiser (  El Oued ),Research & Development,0,72082,"Teamwork, Leadership, Piloting, Culinary Arts"
EMPRISGXB,38,Female,Commerciale,Health & Safety,3,29143,"Problem Solving, Communication, Leadership"
EMPTEH8TM,47,Female,Chargé de Caisse et Expédition,Public Relations,1,56144,"Communication, Time Management, Leadership"
EMPRDH946,45,Female,Ingénieur Biomédical Junior,Investor Relations,2,52510,"Teamwork, Problem Solving, Culinary Arts"
EMPXQ4JXO,29,Female,Chef de Service Gestion du Risque,Public Relations,3,65438,"Time Management, Problem Solving, Photography, Problem Solving"
EMPQ6UQSJ,44,Male,Technicien maintenance HVAC,Research & Development,12,61242,"Teamwork, Communication, Diving, Woodworking, Communication"
EMP0L9NEF,24,Female,Ingénieur en Instrumentation,Public Relations,12,63613,"Teamwork, Communication, Photography, Problem Solving, Dentistry"
EMPM9VV9B,37,Female,Conseiller Clientèle Corporate / Skikda,Quality Control,6,69566,"Time Management, Leadership, Piloting"
EMP7MRJ3H,60,Female,Technicien mécanique,Data Protection,7,55582,"Time Management, Teamwork, Photography, Photography"
EMPPNQDNY,23,Male,TS en Réseaux,Data Protection,3,75195,"Time Management, Teamwork, Culinary Arts"
EMP5UBV6S,31,Female,Chargée d’entreprise ( CE ),Customer Experience,1,63077,"Leadership, Problem Solving, Dentistry, Leadership"
EMP0SKYH6,29,Male,Stagiaire en management de la qualité,Investor Relations,2,64931,"Time Management, Teamwork, Beekeeping, Teamwork"
EMPJRT21K,52,Female,gérant(e) d'un cabinet ,Customer Experience,4,80455,"Communication, Time Management, Beekeeping, Photography, Culinary Arts"
