skills,experience,salary,location,job_interest,sector,education_level,job_id,Approximate Years of Education,education_years,job_type
"Creativity, Illustrator, UI/UX, 3D Modeling",1,80043,Relizane,Art & Design,Creative,Bachelor's,10204,12.0,15,Full-time
"Curriculum Design, Mentoring, Teaching, E-Learning",1,97640,Setif,Education,Education,Technical Diploma,10205,,14,Full-time
"Anatomy, Patient Care, Medical Terminology, Phlebotomy",3,126945,Algiers,Healthcare,Health,Master's,10206,17.0,17,Full-time
"Python, REST, JavaScript, Django",1,104959,Bejaia,Software Engineering,Information Technology,High School,10207,9.0,12,Full-time
"Teaching, Classroom Management, Assessment",5,40545,Sidi Bel Abbès,Education,Education,Master's,10208,17.0,17,Full-time
"Assessment, Curriculum Design, Teaching, Mentoring, E-Learning",1,60732,Tlemcen,Education,Education,No Formal Education,10209,0.0,0,Full-time
"Negotiation, Sales Forecasting, CRM, Lead Generation, Customer Service, Cold Calling",2,139202,Sidi Bel Abbès,Sales,Business,Ingénieur,10210,17.0,17,Full-time
"Pandas, Statistics, Machine Learning, R, Data Visualization, Python",6,127746,Algiers,Data Science,Information Technology,No Formal Education,10211,0.0,0,Full-time
"Sales Forecasting, Negotiation, Cold Calling, Customer Service, CRM",4,40280,Tizi Ouzou,Sales,Business,Bachelor's,10212,12.0,15,Full-time
"Lead Generation, Cold Calling, CRM, Negotiation",8,103347,Skikda,Sales,Business,No Formal Education,10213,0.0,0,Full-time
"Agro-tech, Crop Management, Tractor Operation, Irrigation",1,92648,Ouargla,Agriculture,Agriculture,Master's,10214,17.0,17,Full-time
"Social Media, SEO, Google Ads, Branding",1,130598,Sidi Bel Abbès,Marketing,Business,No Formal Education,10215,0.0,0,Full-time
"Event Planning, Front Desk, Customer Service",4,61000,Chlef,Hospitality,Tourism & Hospitality,Technical Diploma,10216,,14,Full-time
"Regulatory Compliance, Litigation, Legal Research, Contracts",1,65229,Blida,Legal,Legal,Master's,10217,17.0,17,Full-time
"Security, Networking, Scripting, Virtualization, Linux, Windows Server",1,128715,Sidi Bel Abbès,System Administration,Information Technology,Master's,10218,17.0,17,Full-time
"Project Management, AutoCAD, Blueprint Reading, Design, SolidWorks, MATLAB",1,89474,Algiers,Engineering,Engineering,Bachelor's,10219,12.0,15,Full-time
"CPR, Medical Terminology, Anatomy",1,72522,Annaba,Healthcare,Health,Master's,10220,17.0,17,Full-time
"Risk Management, Accounting, Auditing, Excel, Investment",7,148298,M'Sila,Finance,Business,Ingénieur,10221,17.0,17,Full-time
"Curriculum Design, E-Learning, Mentoring, Assessment, Teaching, Classroom Management",3,167305,M'Sila,Education,Education,Technical Diploma,10222,,14,Full-time
"Excel, Budgeting, Auditing, Financial Analysis",1,79183,Relizane,Finance,Business,No Formal Education,10223,0.0,0,Full-time
"Design, MATLAB, AutoCAD, Project Management, Blueprint Reading, SolidWorks",4,62233,Ouargla,Engineering,Engineering,Doctorate,10224,20.0,20,Full-time
"Financial Analysis, Excel, Budgeting, Auditing",5,71594,Chlef,Finance,Business,No Formal Education,10225,0.0,0,Full-time
"Photoshop, Creativity, Graphic Design, UI/UX, 3D Modeling, Illustrator",2,105068,Sidi Bel Abbès,Art & Design,Creative,Master's,10226,17.0,17,Full-time
"Accounting, Budgeting, Excel, Investment",4,98110,Ghardaia,Finance,Business,High School,10227,9.0,12,Full-time
"Pest Control, Soil Testing, Irrigation, Crop Management",3,79474,Batna,Agriculture,Agriculture,Master's,10228,17.0,17,Full-time
"Legal Research, Contracts, Regulatory Compliance, Litigation",5,113053,Blida,Legal,Legal,No Formal Education,10229,0.0,0,Full-time
"Copywriting, Social Media, Branding, Google Ads",3,151209,Blida,Marketing,Business,High School,10230,9.0,12,Full-time
"Mentoring, Classroom Management, Curriculum Design, E-Learning",10,61410,Bejaia,Education,Education,Bachelor's,10231,12.0,15,Full-time
"Lead Generation, Customer Service, Cold Calling, CRM, Negotiation, Sales Forecasting",1,78560,Tipaza,Sales,Business,High School,10232,9.0,12,Full-time
"Windows Server, Scripting, Linux, Networking, Security",2,142301,M'Sila,System Administration,Information Technology,High School,10233,9.0,12,Full-time
"React, Responsive Design, HTML, WordPress, CSS, Node.js",1,56092,Algiers,Web Development,Information Technology,Bachelor's,10234,12.0,15,Full-time
"SolidWorks, AutoCAD, Blueprint Reading, Design",10,128057,Setif,Engineering,Engineering,No Formal Education,10235,0.0,0,Full-time
"Assessment, Mentoring, Teaching",5,45401,Algiers,Education,Education,High School,10236,9.0,12,Full-time
"Content Creation, Social Media, Copywriting, SEO",3,117597,Bordj Bou Arreridj,Marketing,Business,Doctorate,10237,20.0,20,Full-time
"SEO, Social Media, Copywriting, Branding, Analytics, Google Ads",7,91888,Oran,Marketing,Business,Doctorate,10238,20.0,20,Full-time
"Inventory Management, Supply Chain, Fleet Management, Routing, Warehouse Ops",4,107821,Bordj Bou Arreridj,Logistics,Supply Chain,Master's,10239,17.0,17,Full-time
"Content Creation, Social Media, SEO, Copywriting",1,122330,Oran,Marketing,Business,Doctorate,10240,20.0,20,Full-time
"Classroom Management, Assessment, E-Learning",10,84632,Oran,Education,Education,Doctorate,10241,20.0,20,Full-time
"Windows Server, Security, Linux, Scripting, Virtualization, Networking",15,73969,Relizane,System Administration,Information Technology,No Formal Education,10242,0.0,0,Full-time
"Safety Procedures, Plumbing, Blueprint Reading, Site Management, Carpentry",1,86850,Skikda,Construction,Construction,Master's,10243,17.0,17,Full-time
"Accounting, Financial Analysis, Budgeting, Investment, Auditing",3,56918,Bejaia,Finance,Business,High School,10244,9.0,12,Full-time
"Pest Control, Soil Testing, Irrigation, Tractor Operation, Crop Management, Agro-tech",11,98894,Ghardaia,Agriculture,Agriculture,High School,10245,9.0,12,Full-time
"SolidWorks, Design, AutoCAD, MATLAB, Blueprint Reading, Project Management",12,54618,Chlef,Engineering,Engineering,Ingénieur,10246,17.0,17,Full-time
"Security, Linux, Networking, Windows Server, Scripting, Virtualization",11,79576,Batna,System Administration,Information Technology,Bachelor's,10247,12.0,15,Full-time
"Google Ads, SEO, Social Media, Content Creation, Copywriting, Branding",4,162525,Mostaganem,Marketing,Business,Doctorate,10248,20.0,20,Full-time
"Graphic Design, Photoshop, 3D Modeling",4,88604,Annaba,Art & Design,Creative,Master's,10249,17.0,17,Full-time
"SEO, Copywriting, Social Media",9,64862,Tipaza,Marketing,Business,Doctorate,10250,20.0,20,Full-time
"Classroom Management, Mentoring, E-Learning, Assessment, Curriculum Design",9,168896,Biskra,Education,Education,No Formal Education,10251,0.0,0,Full-time
"Assessment, E-Learning, Mentoring, Classroom Management, Curriculum Design, Teaching",2,109538,Sidi Bel Abbès,Education,Education,Ingénieur,10252,17.0,17,Full-time
"Safety Procedures, Carpentry, Plumbing",3,97163,Tlemcen,Construction,Construction,No Formal Education,10253,0.0,0,Full-time
"Google Ads, Copywriting, Content Creation",1,161820,Bordj Bou Arreridj,Marketing,Business,Ingénieur,10254,17.0,17,Full-time
"Teaching, Curriculum Design, E-Learning, Assessment, Classroom Management",2,53470,Setif,Education,Education,Ingénieur,10255,17.0,17,Full-time
"Plumbing, Site Management, Masonry, Safety Procedures, Carpentry, Blueprint Reading",1,154992,Biskra,Construction,Construction,Technical Diploma,10256,,14,Full-time
"Assessment, E-Learning, Classroom Management, Mentoring, Curriculum Design, Teaching",2,72467,Skikda,Education,Education,Technical Diploma,10257,,14,Full-time
"Fleet Management, Routing, Supply Chain, Warehouse Ops, Inventory Management",12,88891,Ouargla,Logistics,Supply Chain,Master's,10258,17.0,17,Full-time
"Photoshop, Creativity, Graphic Design, UI/UX, Illustrator, 3D Modeling",11,77440,Sidi Bel Abbès,Art & Design,Creative,High School,10259,9.0,12,Full-time
"Python, R, Pandas, Machine Learning",1,70436,Blida,Data Science,Information Technology,Master's,10260,17.0,17,Full-time
"E-Learning, Assessment, Classroom Management, Mentoring",2,103060,Tipaza,Education,Education,Bachelor's,10261,12.0,15,Full-time
"Curriculum Design, Classroom Management, Mentoring, E-Learning, Assessment",1,75471,Batna,Education,Education,Bachelor's,10262,12.0,15,Full-time
"Legal Research, Case Management, Regulatory Compliance",8,44480,Setif,Legal,Legal,No Formal Education,10263,0.0,0,Full-time
"Illustrator, Creativity, UI/UX",11,162406,Setif,Art & Design,Creative,Ingénieur,10264,17.0,17,Full-time
"Machine Learning, Pandas, Statistics, SQL",7,112284,Skikda,Data Science,Information Technology,No Formal Education,10265,0.0,0,Full-time
"Django, SQL, C++, Java",1,58240,Relizane,Software Engineering,Information Technology,Master's,10266,17.0,17,Full-time
"Risk Management, Excel, Investment, Financial Analysis",2,100615,Tlemcen,Finance,Business,Technical Diploma,10267,,14,Full-time
"CSS, Node.js, Responsive Design",8,164764,Algiers,Web Development,Information Technology,Master's,10268,17.0,17,Full-time
"Accounting, Financial Analysis, Investment, Risk Management, Budgeting, Auditing",2,85267,Constantine,Finance,Business,Technical Diploma,10269,,14,Full-time
"Litigation, Regulatory Compliance, Contracts, Case Management, Negotiation, Legal Research",6,153368,Tipaza,Legal,Legal,Bachelor's,10270,12.0,15,Full-time
"Python, TensorFlow, Pandas, Statistics",4,124601,Bordj Bou Arreridj,Data Science,Information Technology,No Formal Education,10271,0.0,0,Full-time
"Risk Management, Excel, Budgeting, Auditing, Accounting, Financial Analysis",15,137296,Mostaganem,Finance,Business,No Formal Education,10272,0.0,0,Full-time
"SIEM, Penetration Testing, Network Security, Firewalls, Forensics",11,151493,Tlemcen,Cybersecurity,Information Technology,Master's,10273,17.0,17,Full-time
"AutoCAD, SolidWorks, Project Management, Design, MATLAB, Blueprint Reading",6,68057,Tizi Ouzou,Engineering,Engineering,Doctorate,10274,20.0,20,Full-time
"Python, TensorFlow, Pandas",1,79933,Biskra,Data Science,Information Technology,High School,10275,9.0,12,Full-time
"Budgeting, Financial Analysis, Accounting, Excel, Risk Management, Investment",3,122250,Algiers,Finance,Business,Master's,10276,17.0,17,Full-time
"Negotiation, Customer Service, CRM, Cold Calling",1,82487,Ghardaia,Sales,Business,No Formal Education,10277,0.0,0,Full-time
"Pandas, Machine Learning, Statistics, Data Visualization, SQL, TensorFlow",2,106113,Bejaia,Data Science,Information Technology,High School,10278,9.0,12,Full-time
"Site Management, Blueprint Reading, Masonry, Carpentry, Plumbing",7,116894,Oran,Construction,Construction,Technical Diploma,10279,,14,Full-time
"Project Management, SolidWorks, Design, AutoCAD, Blueprint Reading, MATLAB",3,65995,Bejaia,Engineering,Engineering,Master's,10280,17.0,17,Full-time
"Budgeting, Risk Management, Investment, Excel",8,115988,Tipaza,Finance,Business,Master's,10281,17.0,17,Full-time
"Excel, Investment, Budgeting, Risk Management, Accounting",2,115848,Bejaia,Finance,Business,Master's,10282,17.0,17,Full-time
"Warehouse Ops, Fleet Management, Routing, Supply Chain, Inventory Management",4,63661,Relizane,Logistics,Supply Chain,High School,10283,9.0,12,Full-time
"Litigation, Regulatory Compliance, Legal Research, Contracts, Negotiation",1,132755,Mostaganem,Legal,Legal,Ingénieur,10284,17.0,17,Full-time
"Cold Calling, Negotiation, Lead Generation, Customer Service, Sales Forecasting",3,92363,Bejaia,Sales,Business,Bachelor's,10285,12.0,15,Full-time
"Illustrator, 3D Modeling, Graphic Design",3,59320,M'Sila,Art & Design,Creative,High School,10286,9.0,12,Full-time
"Phlebotomy, Medical Terminology, Anatomy, EMR, Patient Care, CPR",2,81370,Batna,Healthcare,Health,Master's,10287,17.0,17,Full-time
"Litigation, Legal Research, Case Management, Contracts, Negotiation, Regulatory Compliance",1,80053,Mostaganem,Legal,Legal,Ingénieur,10288,17.0,17,Full-time
"React, JavaScript, HTML, CSS",3,73608,Chlef,Web Development,Information Technology,High School,10289,9.0,12,Full-time
"Medical Terminology, Phlebotomy, CPR",4,176015,Bejaia,Healthcare,Health,No Formal Education,10290,0.0,0,Full-time
"Negotiation, Lead Generation, CRM, Sales Forecasting, Customer Service",4,117545,Oran,Sales,Business,Bachelor's,10291,12.0,15,Full-time
"C++, Git, SQL, Python, REST",1,187063,Tlemcen,Software Engineering,Information Technology,Ingénieur,10292,17.0,17,Full-time
"Negotiation, Litigation, Contracts, Regulatory Compliance",2,80305,Biskra,Legal,Legal,High School,10293,9.0,12,Full-time
"Git, Java, Django",8,82883,Setif,Software Engineering,Information Technology,Bachelor's,10294,12.0,15,Full-time
"E-Learning, Assessment, Curriculum Design",3,171900,Oran,Education,Education,No Formal Education,10295,0.0,0,Full-time
"Curriculum Design, Mentoring, Assessment",3,90442,Bordj Bou Arreridj,Education,Education,Ingénieur,10296,17.0,17,Full-time
"Customer Service, Reservation Systems, Front Desk",14,99838,Skikda,Hospitality,Tourism & Hospitality,Master's,10297,17.0,17,Full-time
"Phlebotomy, Anatomy, CPR, Patient Care, Medical Terminology",1,56169,Relizane,Healthcare,Health,Technical Diploma,10298,,14,Full-time
"Network Security, SIEM, Firewalls, Penetration Testing",8,67351,Algiers,Cybersecurity,Information Technology,No Formal Education,10299,0.0,0,Full-time
"Fleet Management, Inventory Management, Warehouse Ops, Supply Chain, Routing",2,83650,Algiers,Logistics,Supply Chain,Master's,10300,17.0,17,Full-time
"Assessment, Curriculum Design, Teaching",9,105077,Chlef,Education,Education,Doctorate,10301,20.0,20,Full-time
"Pest Control, Tractor Operation, Soil Testing, Irrigation",1,52872,Sidi Bel Abbès,Agriculture,Agriculture,Doctorate,10302,20.0,20,Full-time
"Front Desk, Customer Service, Event Planning, Food Safety",2,166000,Mostaganem,Hospitality,Tourism & Hospitality,Ingénieur,10303,17.0,17,Full-time
"Event Planning, Front Desk, Customer Service, Food Safety",1,69422,Chlef,Hospitality,Tourism & Hospitality,Technical Diploma,10304,,14,Full-time
"Carpentry, Safety Procedures, Plumbing, Masonry, Blueprint Reading, Site Management",1,61968,Biskra,Construction,Construction,High School,10305,9.0,12,Full-time
"Soil Testing, Agro-tech, Irrigation",6,160772,Relizane,Agriculture,Agriculture,Bachelor's,10306,12.0,15,Full-time
"SQL, Python, TensorFlow, Statistics, R",15,45422,M'Sila,Data Science,Information Technology,No Formal Education,10307,0.0,0,Full-time
"Assessment, Classroom Management, E-Learning, Mentoring, Teaching",3,102330,Relizane,Education,Education,Doctorate,10308,20.0,20,Full-time
"Mentoring, Classroom Management, Teaching, Curriculum Design",7,92012,Sidi Bel Abbès,Education,Education,Master's,10309,17.0,17,Full-time
"Medical Terminology, CPR, Phlebotomy, Anatomy",9,83060,Ghardaia,Healthcare,Health,High School,10310,9.0,12,Full-time
"3D Modeling, Illustrator, Creativity, Graphic Design, Photoshop",13,45421,Oran,Art & Design,Creative,Bachelor's,10311,12.0,15,Full-time
"Analytics, Content Creation, Social Media, Branding, Google Ads, SEO",12,172355,Skikda,Marketing,Business,High School,10312,9.0,12,Full-time
"Safety Procedures, Site Management, Plumbing",4,92894,Biskra,Construction,Construction,No Formal Education,10313,0.0,0,Full-time
"Regulatory Compliance, Litigation, Case Management, Contracts",12,65208,Biskra,Legal,Legal,Doctorate,10314,20.0,20,Full-time
"React, HTML, CSS, JavaScript, Node.js",4,60494,Ouargla,Web Development,Information Technology,No Formal Education,10315,0.0,0,Full-time
"Forensics, Firewalls, Ethical Hacking, Network Security",6,59110,M'Sila,Cybersecurity,Information Technology,Ingénieur,10316,17.0,17,Full-time
"Excel, Auditing, Investment",4,84505,Tipaza,Finance,Business,No Formal Education,10317,0.0,0,Full-time
"EMR, Patient Care, Anatomy",5,122417,Algiers,Healthcare,Health,Technical Diploma,10318,,14,Full-time
"Classroom Management, Mentoring, E-Learning",2,121388,Oran,Education,Education,No Formal Education,10319,0.0,0,Full-time
"Networking, Linux, Scripting, Security",7,66271,Skikda,System Administration,Information Technology,Ingénieur,10320,17.0,17,Full-time
"Investment, Auditing, Accounting",1,129044,Annaba,Finance,Business,Ingénieur,10321,17.0,17,Full-time
"Irrigation, Pest Control, Soil Testing, Crop Management, Tractor Operation",2,45895,Constantine,Agriculture,Agriculture,Bachelor's,10322,12.0,15,Full-time
"Customer Service, Sales Forecasting, CRM, Lead Generation, Negotiation",6,69847,Biskra,Sales,Business,Ingénieur,10323,17.0,17,Full-time
"SQL, C++, Spring, Django",10,80754,Chlef,Software Engineering,Information Technology,No Formal Education,10324,0.0,0,Full-time
"Reservation Systems, Customer Service, Front Desk, Food Safety",1,86897,Skikda,Hospitality,Tourism & Hospitality,Doctorate,10325,20.0,20,Full-time
"Lead Generation, Cold Calling, Negotiation, CRM",2,124380,Tipaza,Sales,Business,Master's,10326,17.0,17,Full-time
